tid,text,gt
333,RT @USER : NEED MORE GUYS LIKE KEVAL IN THE WORLD @USER ? ?,1
334,RT @USER : Joel Rosenberg to Speak at #NRB15 Convention in #Nashville Feb 23-26 ! @USER,0
335,RT @USER : Niall with some fans at a club in Melbourne tonight - N,1
336,RT @USER : The Government wants to cut benefits to obese people . In related news :,0
337,I WAS TAKING SELFIES AND I PUNCHED MYSELF IN THE FACE ? ! ? !,1
338,"RT @USER : Allyah , look at a picture from kiddie carnival in Trinidad ? ? ?",1
339,RT @USER : Do n't you dare ... #ana #mia #sad #thinspo #skinny #depressed #depression,2
340,RT @USER : Wanna visit black beaches in Hawaii ? ?,1
341,"RT @USER : #BookCovers : #Ecstatic #Collaboration #NumberNext @USER ' s "" ( R ) EVOLUTION "" #47North",2
342,RT @USER : Teenagers on a date in the 1950s,1
343,"RT @USER : To love is to stop discrimination , in Indonesia and in the World . RT if you agree . #HappyValentine",1
344,RT @USER : When you confidently yell out the wrong answer in class ...,2
345,RT @USER : FULL TIME : #Schalke are beaten 1-0 in Frankfurt . #SGES04,1
346,My sister who 's in Drankenstein prison 2day tchg entrepreneurship to break the cycle of poverty for men in S.Africa !,1
347,"RT @USER : Innocent until proven guilty ? #MacKay 's "" murderous misfits "" quip could cause mistrial #cdnpoli",2
348,RT @USER : loveucats : #ana #sorryimnotperfect #depressed #drowning #deb #cat IG > imaakim,2
349,RT @USER : 2 types of girls in philly ? ? ?,1
350,Putting the finishing touches to a 700m2 @USER #parkour park in Madrid - launch event coming soon ! #PKGenSpain,0
351,Will Kate make it out ?,2
352,"Other fans are disappointed & & I 'm over here #ECSTATiC ! ! REFUND that $ $ , please & & #THANKYOU ? ?",2
353,RT @USER : Awwwwwwwww that intense looks ? ?,2
354,“ @USER : fifty shades of grey looks intense must see ! @USER @USER @USER,1
355,RT @USER : this was the most intense episode EVER ? ?,2
356,Ghetto Wrap Job #ThanksMom #Stabbed,1
357,? #depressed #depression #anorexic #anorexia #ana #bulimia #bulimic #mia #ednos #ed #eatin ...,2
358,“ Because writer is too intimidated for asking to RP . ”,2
359,"Heeheehee ... Confliiiiiict . You go , Dipper ! Do n't be intimidated by that guy !",2
360,"#Meerut Shocker pics : #Lawstudent #raped , #beaten , dragged for refusing #surrogacy #UP Update",2
361,Ready for my first full week of training w / the premier team ! #Ecstatic #CarpeDiem,2
362,СРВ - донашивает джинсы Валеры .,2
363,"RT @USER : Chewbacca punching Hitler , your argument is invalid",2
364,"RT @USER : "" @USER : ? ? ? wtf this bitch need dr.miracle ? ? ?",1
365,"Yes , Johnny Rotten is a Gooner . Your argument is invalid , Spud fans . #COYG #FOYS #ArsenalFC ##Atid",1
366,PerezHilton : . Madonna 's Isolated #Grammys Vocals Leak & PROVE She 's Still The Queen ! ...,1
367,Only 6 months until 5SOS performs at @USER ! ! ! #RockOutWithYourSocksOut #Ecstatic #Pumped ? ? ?,0
368,RT @USER : #Slimy17 @USER is exploring 4 oil in 1 of most isolated parts of Brazilian Amazon #divest HTTPURL ...,2
369,RT @USER : Sublime Sachertorte Dark Chocolate Jaffa jovial joy on a plate-Chic-Ragous delight #Foodporn htt ...,1
370,RT @USER : Oh no ! “ @USER : @USER massive white out on I 90 Indiana near OH border . 90 shutdown . EMS arriving .,2
371,About Being Judged #QuiltShow #QuiltFestival #Judging,1
372,"At #Costco gas , ever feel like your gas-pumping abilities are being judged by people behind you ? #performanceanxiety",2
373,""" A heart is not judged by how much you love , but by how much you are loved by others . "" - - Frank Morgan",1
374,"RT @USER : Coffee number one is "" light "" hearted but complex at the same time !",0
375,RT @USER : A light-hearted look at the top 5 luxury travel trends for 2015,1
376,HTTPURL Grown up #FlowerFairies of #childhood,1
377,good night everybody ? . #Sad #depressed #untouc ... htt ...,1
378,"RT @USER : "" It is truly a hilarious , light-hearted read that is a treasure on anyone 's bookshelf . "" HTTPURL :/ ...",1
379,RT @USER : Bloody hell RT @USER : A light-hearted moment from a children 's bible there ( via @USER ),1
380,RT @USER : A light hearted moment on set with our actor @USER HTTPURL #dynamitefilm #tatesteinsiek #happy htt ...,1
381,"RT @USER : 20km total today for #werun2gether in #earthathon , including #greenwich10k @USER ? ? #medal #run #ecstatic ? ? htt ...",1
382,It 's been a year and a month of pure loneliness . You could say I 've resorted to old habits .,2
383,RT @USER : Who Am I ? by @USER ' is a raw and emotional story ' reviews @USER #depression HTTPURL ...,1
384,#letsgo #cancun #herewecome #yolo #ichtrinkgintonic #2chaoten #ontheroad #excitement #ecstatic #ballsohard,1
385,música y vídeo estremecedores para quien quiera oírlo . HTTPURL ...,2
386,#blue #eyes can't be #beaten,1
387,Marooned in Fraggle Rock by David Young 1984 Hardcover Fraggles,1
388,I 'm not stuck in the past . I 'm marooned in the present .,2
389,RT @USER : YouTube star @USER reflects as @USER turns 10,1
390,GRACE ELEMENTS FROM THE USA WOMENS SLEEVELESS RUFFLE TOP IN BLACK - SIZE MEDIUM > #Womens ...,0
391,RT @USER : Argentina 's president could go to jail .,2
392,"RT @USER : Barclays Egypt pumps EGP 250m for small , medium projects through 2015 -",0
393,Gmail Support & Help : - HTTPURL,1
394,"16 "" Devoucoux Socoa Saddle - 2009 , 0 Flap , Medium Tree",0
395,RT @USER : “ 300 Awesome Free Tools ( for your own News Startup ) ” — Voicester,1
396,#ANIMALABUSE #TORONTO #PUPPY #TORTURE WE OFFER $ 1K #REWARD puppy #beaten #bound #burned,2
397,#lonely #suicidal #ana #selfharmmm #worthless #addie #broken #single ...,1
398,"Oh , ya know , no big deal . Just my senior pictures is all . #ecstatic #thankful #obsessed",1
399,TONY PARKER T SHIRT san antonio spurs SMALL ... - - See More At,0
400,RT @USER : How can we still see the Big Bang ? - HTTPURL by @USER via @USER,1
401,WOMENS MARILYN MONROE WHITE DRESS HALLOWEEN OUTFIT COSTUME MEDIUM M 8 10 WIG,1
402,New Womens CHAUS Short Sleeve Black White Lace Shirt Top Size M Medium,0
403,Photos : #Photographer got a rumble in the #jungle as he was #beaten by 30 - stone #gorilla,0
404,A fabulous evening with @USER . Thanks to @USER for making a very special evening possible . #elated,1
405,RT @USER : pixivに投稿しました 委託開始 #pixiv,1
406,RT @USER : LOOOOOL HE MOCKED IT,1
407,RT @USER : EVERYBODY ELSE IS SHOCKED AND MORTIFIED AND THE QUEEN JUST LIKE “ BUT THE PARTY HAS ONLY JUST STARTED MOTHERFUCKERS ”,1
408,Hate snow ... I hate the snow . Fuck.winter .,2
409,RT @USER : Why can't I b like this & then people might actually want 2 b with me ! #thinspo #ednos #anamia #ugly #depression HTTPURL :/ ...,1
410,RT @USER : The Valentine Patchy gets better each year .,1
411,"RT @USER : #LoveLive Kotori , Happy Valentine 's Day",1
412,My own little space inside a humongous 4 sets Studio ... #recognition #elated #happiness,1
413,"Neglected For 50 Years , What 2 Guys Found on This Farm is ...",2
414,RT @USER : tiny guy on A5 .. inspired by a recent doodle I did for @USER ( wihch I neglected to scan ! ),0
415,RT @USER : Not thin enough . Not smart enough . Not tall enough . Just not good enough . #depression #ana #anamia,2
416,RT @USER : Warning : Disturbing video but needs attention ! #Dogs #beaten to death for #leather . #abuse HTTPURL HTTPURL ...,2
417,"RT @USER : Also at Clyfford Still Musuem , astounding earlyish work whose data I neglected to record . #OffSiteTweeting",2
418,@USER wolves rarely leave the pack unless exiled or ostracized #LoboTough,2
419,Donage twins :D and Barlowen ^ ^,1
420,#Elated ? RT @USER : @USER is glad to announce the second guest of the #warblerscon : @USER !,1
421,The Force of AI is weak in this one but #StarWars - Jedi Knight II : Jedi Outcast is still fun . Q3 engine FTW !,2
422,Rough night #black eye #beaten #fxmakeup,2
423,""" If you are not outraged then you are not listening """,2
424,"RT @USER : Will these lot in the UK be outraged by the killing in Denmark , and protest ? No !",2
425,""" @USER : Armani and a man bun ; lethal combo Oh my Gosh ! #Dreamy #Excited #Elated #Hungry .. I can go on and on .",1
426,"RT @USER : “ @USER : Truly overjoyed ! ! ! #tearsofjoy #happyhearts #KimXi ? ? ? Kimmy , you 're one blessed lady ! ? ? ?",1
427,RT @USER : Oren won best short film at #hriff . so incredibly stoked . thrilled and overjoyed.love to all involved @USER h ...,1
428,"2/14 / 51 Larry Milbourne-pride of Port Norris NJ-born . Overjoyed & proud as hell member of 1982 Twins , previously NYY .",1
429,"RT @USER : Squealing with delight , kids were overjoyed to receive Gifts of Cheer today at @USER !",1
430,RT @USER : We are overjoyed to announce that our little Addie is going to be a big sister ! ETA 8/ 2015 . #ValentinesDay,1
431,He drew on the glasses :') overjoyed and filled w love,1
432,RT @USER : 21 comics that capture the frustrations of #depression : RT if you can relate to these !,2
433,""" I can't believe It ! That was on my bucket list ! "" : Woman overjoyed at sight of @USER",1
434,Sprayed with iodine . They sent small replacement top and it fits ! Even with an undershirt ! #elated !,1
435,“ @USER : The only Valentine I need in my lyfe . ? I 'm obviously overjoyed by this,1
436,"It 's been five years , but I 'm more than overjoyed to wish you a happy 23rd birthday , I love you baby . Rest easy . ? ? ?",1
437,RT @USER : RT if you are OVERJOYED that #UWMadison ENDED its cruel cat experiments ! #StopAnimalTesting,1
438,London swamped by #intolerant #uncompromising #belligerent #MuslimScum . #Britain is #dying & its #death is immanent,2
439,"RT @USER : "" my therapist taught me to start thinking of my anxiety as my panicky friend . it 's working , """,1
440,@USER IM PARALYZED FROM LAUGHTER ? ?,1
441,RT @USER : EXCLUSIVE : We 've teamed up with Against The Current to premiere a NEW SONG titled #Paralyzed ! htt ...,1
442,Flexible spinal cord implants will let paralyzed people walk,0
443,#frozen #cold #canada #winnipeg #natural #photography #art #snow #ice #deserted #shed,2
444,RT @USER : Alabama police officer arrested after video shows him slamming grandfather to ground,2
445,RT @USER : Our baby Tuleen who was paralyzed after being run over by a settler finally took few steps after months of rehab .,2
446,Go Hope Go ! #ClinicalTrials #Paralyzed #dogs,1
447,Cop Charged With Assault After Man Left Paralyzed,2
448,You are smart driven adventurous passionate powerful excited and a little nervous,1
449,RT @USER : Passionate speech by Honorable former MayerGiuliani #Arizona #Phoenix condemning #Iran'ian Regime 's #Nuclear program,1
450,May your love be passionate and kind .,1
451,"RT @USER : A passionate novelist , a public speaker , and a fitness trainer , wait for @USER at #IgniteOruba2015 on Feb 21st ! ! HTTPURL : ...",1
452,RT @USER : Be passionate about a podiatrist #loveNHS,1
453,Jake saw Sid score in person tonight for the 1st time ! #elated,1
454,RT @USER : she 's stunning ?,1
455,Have you seen the Award Winning Dreamgirl Collection ( up to Plus size 24 ) Retweet 2 friends,1
456,Winters day by the sea #sun #blueskies #sea #felixstowe #walk #warm #deserted #waves,1
457,RT @USER : Thanks for sharing pics of TEMPTATIONS ' passionate feline fans ! This #PackAttack of the Week star is Murphy !,1
458,RT @USER : 5 Passionate Posts from Top Marketers Who Love Content Marketing : @USER @USER HTTPURL :/ ...,1
459,"@USER I love the Dallas Stars for , according to Brad Lukowich , the most passionate fanbase in hockey ! #HockeyLove",1
460,Deals : #7557 Navajo Sterling Petrified Wood Agate Cuff Bracelet & Necklace Set ca . 1970s ...,0
461,"Took Mikaila to RJ , she was petrified to jump at first but it all worked out ?",1
462,Painting for the Petrified #painting,1
463,"65mm PETRIFIED WOOD SPHERE Rock Stone Polished 2.5 "" 316 Grams",0
464,"#195 Petrified Wood Gemstone . 925 Sterling Silver Overlay 2 "" Pendant",1
465,Ca n't . Wait.For.Tomorrow ASSJHCXBSJCHJS #elated @USER @USER,1
466,"There may be times when we are powerless to prevent injustice , but there must never be a time when we fail to protest",1
467,I am powerful . Alcohol is powerless .,1
468,RT @USER : We working #MarieClaireMagazine,1
469,"RT @USER : RT @USER : 2 things a Stormtrooper is powerless against in armor , low hanging objects & this @USER @USER HTTPURL ...",0
470,""" Powerless and i do n't care it 's obvious """,1
471,Still reeling from #ConstantineFinale last night that today I 'm rocking my tench coat ! #SaveConstanstine #Constantine,1
472,"Reeling him in to ... DNOW ! ? This is the last week 2 register . $ 75 , register @USER #DNOWinvitelines",1
473,#colorsplash_bw #zealous Pr #powershot aged and expired domain software : Converts . Anal,1
474,Look at all the people who get more money than us . #studentathletes #bitter,0
475,It FINALLY arrived and I 'm SO #elated ! Farewell #iPhone4S & Hello #iPhone6 ! ! #backorder #fb #AT & T #RadioShack,1
476,Reeling him in better be a joy . #fishing #surfcasting #surffishing,1
477,RT @USER : @USER @USER Still reeling from some crazy musicianship ! Start rehearsing for the next coffee house ! h ...,1
478,RT @USER : We 're reeling in something amazing this February called #FishermansKeep . See you for dinner !,1
479,RT @USER : . @USER on rejected flags ( Images via globalnews 1 @USER ) #flagday #Flag50,1
480,"A deserted station in Chicago , USA . Good shot by @USER #deserted #abandoned #Nobody #station #night #chicago ...",1
481,RT @USER : REJECTED ON THIS OF ALL DAYS,1
482,Cayendo copos casi imperceptibles suficientes para hacerte sentir esa felicidad estúpida e infantil #snow #elated,1
483,RT @USER : Sen . Lanane speaks on SB 1 which would remove Supt . Ritz as chair of #SBOE . #iStandWithRitz | HTTPURL :/ ...,0
484,Never Forget this ! Hillary Has forgotten it ! never once say SORRY no remorse !,2
485,Does anyone find the cover of @USER offensive and distasteful ? #Appalled #bobbikristina,1
486,RT @USER : #ValentinesDay . If your heading out for the night make sure it 's not ruined with a room for one at one of our B & B 's . HTTPURL : ...,0
487,#WhyImSingle @USER ruined my life . But in the best way possible ?,1
488,037 / 365 Engageante by ... - #Abandoned #Beauty #Carpet #Castle #Decay #Deserted,1
489,"RT @USER : weird Twitter has ruined my sense of humor , I laughed at this for 10 mins",1
490,Rt GrootBot : I am Groot . I_AM__GROOT _ : RT Whatacuteface : Cant believe these guys ruined this dogs selfie ?,1
491,PETER recovered the Mayan Lenses that COLONEL SOYER had snatched during the ruined wedding ceremony .,1
492,@USER @USER Katy and Bill ruined Valentine 's for me because their love is too perfect .,1
493,Scorned by Clark North Blue Asian Devil Serpent Tattoo Artwork Giclee Art Print,2
494,Blog Post : #VivaBianca #Scorned #Panties #PosingHot #Female #Horny #Babe #NudeScene,1
495,RT @USER : @USER beautiful clear but cold morning @USER today #Deserted,1
496,RT @USER : Hell hath no fury like a Yoruba woman scorned .,2
497,' Scorned love ' turned Hector Berlioz into a madman via @USER #ScandalousOvertures,2
498,"Hell hath no fury like scorned actors , Ashes to ashes seek to dethrone Generations . Heres more",1
499,RT @USER : “ @USER : An ex-girlfriend scorned is capable of anything . #LNSM bahahha,1
